Symbol,Name,LastSale,MarketCap,ADR TSO,IPOyear,Sector,Industry,Summary Quote,Unnamed: 9
ENDP,Endo International plc,3.705,826598134.05,,,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/endp,
ELGX,"Endologix, Inc.",3.71,65342961.18,,,Health Care,Medical/Dental Instruments,https://old.nasdaq.com/symbol/elgx,
NDRA,ENDRA Life Sciences Inc.,1.15,8536038.3,,2017.0,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,https://old.nasdaq.com/symbol/ndra,
NDRAW,ENDRA Life Sciences Inc.,0.585,0.0,,2017.0,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,https://old.nasdaq.com/symbol/ndraw,
EIGI,"Endurance International Group Holdings, Inc.",3.92,572536529.04,,2013.0,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/eigi,
WATT,Energous Corporation,3.41,104473943.2,,2014.0,Technology,Radio And Television Broadcasting And Communications Equipment,https://old.nasdaq.com/symbol/watt,
EFOI,"Energy Focus, Inc.",0.5699,7049680.097,,,Consumer Durables,Building Products,https://old.nasdaq.com/symbol/efoi,
EHR,"Energy Hunter Resources, Inc.",,0.0,,,,,https://old.nasdaq.com/symbol/ehr,
ERII,"Energy Recovery, Inc.",9.41,517217234.17,,2008.0,Technology,Industrial Machinery/Components,https://old.nasdaq.com/symbol/erii,
ENG,ENGlobal Corporation,1.02,27952558.38,,,Consumer Services,Military/Government/Technical,https://old.nasdaq.com/symbol/eng,
ENLV,Enlivex Therapeutics Ltd.,7.6,76864173.2,,2014.0,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/enlv,
ENOB,"Enochian Biosciences, Inc.",3.48,161033255.52,,,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/enob,
ENPH,"Enphase Energy, Inc.",24.28,2961550693.4,,2012.0,Technology,Semiconductors,https://old.nasdaq.com/symbol/enph,
ESGR,Enstar Group Limited,189.25,4068350209.75,,,Finance,Property-Casualty Insurers,https://old.nasdaq.com/symbol/esgr,
ESGRO,Enstar Group Limited,26.58,116952.0,,,Finance,Property-Casualty Insurers,https://old.nasdaq.com/symbol/esgro,
ESGRP,Enstar Group Limited,27.13,434080.0,,,Finance,Property-Casualty Insurers,https://old.nasdaq.com/symbol/esgrp,
ETTX,Entasis Therapeutics Holdings Inc.,5.85,76837047.3,,2018.0,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/ettx,
ENFC,Entegra Financial Corp.,30.04,207953822.56,,2014.0,Finance,Banks,https://old.nasdaq.com/symbol/enfc,
ENTG,"Entegris, Inc.",47.37,6403163579.04,,2000.0,Consumer Non-Durables,Plastic Products,https://old.nasdaq.com/symbol/entg,
ENTX,Entera Bio Ltd.,2.61,31258064.7,,2018.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://old.nasdaq.com/symbol/entx,
ENTXW,Entera Bio Ltd.,0.23399999999999999,0.0,,2018.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://old.nasdaq.com/symbol/entxw,
EBTC,Enterprise Bancorp Inc,28.46,335969930.02,,,Finance,Major Banks,https://old.nasdaq.com/symbol/ebtc,
EFSC,Enterprise Financial Services Corporation,40.26,1082262556.32,,,Finance,Major Banks,https://old.nasdaq.com/symbol/efsc,
EVSI,"Envision Solar International, Inc.",5.7,29151487.2,,,Technology,Semiconductors,https://old.nasdaq.com/symbol/evsi,
EVSIW,"Envision Solar International, Inc.",1.45,0.0,,,Technology,Semiconductors,https://old.nasdaq.com/symbol/evsiw,
EPZM,"Epizyme, Inc.",10.03,913097318.66,,2013.0,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/epzm,
PLUS,ePlus inc.,76.74,1036454046.78,,1996.0,Technology,Retail: Computer Software & Peripheral Equipment,https://old.nasdaq.com/symbol/plus,
EPSN,Epsilon Energy Ltd.,3.6501,99958473.9633,,,Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/epsn,
EQ,"Equillium, Inc.",3.65,63423261.4,,2018.0,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/eq,
EQIX,"Equinix, Inc.",566.61,48059414277.93,,2000.0,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/eqix,
EQBK,"Equity Bancshares, Inc.",26.19,407617833.87,,2015.0,Finance,Major Banks,https://old.nasdaq.com/symbol/eqbk,
ERIC,Ericsson,8.44,2696613270.48,319503942.0,,Technology,Radio And Television Broadcasting And Communications Equipment,https://old.nasdaq.com/symbol/eric,
ERIE,Erie Indemnity Company,184.9,9668396593.2,,,Finance,Specialty Insurers,https://old.nasdaq.com/symbol/erie,
ERYP,Erytech Pharma S.A.,4.02,7453658.88,1854144.0,2017.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://old.nasdaq.com/symbol/eryp,
ESCA,"Escalade, Incorporated",11.18,161748148.12,,,Consumer Non-Durables,Recreational Products/Toys,https://old.nasdaq.com/symbol/esca,
ESPR,"Esperion Therapeutics, Inc.",38.41,1043625818.8,,2013.0,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/espr,
ESQ,"Esquire Financial Holdings, Inc.",24.05,181377163.5,,2017.0,Finance,Commercial Banks,https://old.nasdaq.com/symbol/esq,
ESSA,"ESSA Bancorp, Inc.",16.1,183683853.5,,,Finance,Banks,https://old.nasdaq.com/symbol/essa,
EPIX,ESSA Pharma Inc.,3.3,68515834.2,,,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/epix,
ESTA,Establishment Labs Holdings Inc.,18.1,371047574.6,,2018.0,Health Care,Industrial Specialties,https://old.nasdaq.com/symbol/esta,
ESTR,"Estre Ambiental, Inc.",0.38,19450958.16,,,Public Utilities,Environmental Services,https://old.nasdaq.com/symbol/estr,
ESTRW,"Estre Ambiental, Inc.",0.01,0.0,,,Public Utilities,Environmental Services,https://old.nasdaq.com/symbol/estrw,
VBND,ETF Series Solutions Trust Vident Core U.S. Bond Strategy Fund,50.6076,435225360.0,,,,,https://old.nasdaq.com/symbol/vbnd,
VUSE,ETF Series Solutions Trust Vident Core US Equity ETF,30.68,466336000.0,,,,,https://old.nasdaq.com/symbol/vuse,
VIDI,ETF Series Solutions Trust Vident International Equity Fund,23.7276,0.0,,,,,https://old.nasdaq.com/symbol/vidi,
ETON,"Eton Pharmaceuticals, Inc.",6.2,110130879.0,,2018.0,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/eton,
ETSY,"Etsy, Inc.",59.26,7014351619.04,,2015.0,Miscellaneous,Business Services,https://old.nasdaq.com/symbol/etsy,
CLWT,Euro Tech Holdings Company Limited,2.4716,5096214.2844,,1997.0,Consumer Durables,Diversified Electronic Products,https://old.nasdaq.com/symbol/clwt,
EDRY,EuroDry Ltd.,8.2,18695344.0,,,Consumer Services,Marine Transportation,https://old.nasdaq.com/symbol/edry,
EEFT,"Euronet Worldwide, Inc.",146.73,7994859462.21,,1997.0,Finance,Investment Bankers/Brokers/Service,https://old.nasdaq.com/symbol/eeft,
ESEA,Euroseas Ltd.,0.7411,9275344.5095,,,Transportation,Marine Transportation,https://old.nasdaq.com/symbol/esea,
EVLO,"Evelo Biosciences, Inc.",6.01,192677156.27,,2018.0,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/evlo,
EVBG,"Everbridge, Inc.",70.62,2370239186.7,,2016.0,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/evbg,
EVK,"Ever-Glory International Group, Inc.",3.3,48845841.0,,,Consumer Non-Durables,Apparel,https://old.nasdaq.com/symbol/evk,
EVER,"EverQuote, Inc.",19.55,504509176.8,,2018.0,Technology,"Computer Software: Programming, Data Processing",https://old.nasdaq.com/symbol/ever,
MRAM,"Everspin Technologies, Inc.",5.51,94504643.78,,2016.0,Technology,Semiconductors,https://old.nasdaq.com/symbol/mram,
EVOP,"EVO Payments, Inc.",28.12,2307220663.88,,2018.0,Miscellaneous,Business Services,https://old.nasdaq.com/symbol/evop,
EVFM,"Evofem Biosciences, Inc.",5.08,236733374.64,,2014.0,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/evfm,
EVGN,Evogene Ltd.,1.635,42108275.595,,,Basic Industries,Agricultural Chemicals,https://old.nasdaq.com/symbol/evgn,
EVOK,"Evoke Pharma, Inc.",0.8,19291164.8,,2013.0,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/evok,
EOLS,"Evolus, Inc.",14.01,384216964.8,,2018.0,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/eols,
EVOL,"Evolving Systems, Inc.",1.18,14351478.6,,1998.0,Technology,EDP Services,https://old.nasdaq.com/symbol/evol,
EXAS,Exact Sciences Corporation,92.5,11977390527.5,,2001.0,Health Care,Biotechnology: Commercial Physical & Biological Resarch,https://old.nasdaq.com/symbol/exas,
XGN,Exagen Inc.,12.61,151758449.7,,2019.0,Health Care,Medical Specialities,https://old.nasdaq.com/symbol/xgn,
FLAG,Exchange Traded Concepts Trust FLAG-Forensic Accounting Long-S,37.2331,14893240.0,,,,,https://old.nasdaq.com/symbol/flag,
ROBO,Exchange Traded Concepts Trust ROBO Global Robotics and Automa,38.17,175582000.0,,,,,https://old.nasdaq.com/symbol/robo,
XELA,"Exela Technologies, Inc.",1.07,160507580.95,,2015.0,Miscellaneous,Business Services,https://old.nasdaq.com/symbol/xela,
EXEL,"Exelixis, Inc.",16.52,5004011051.76,,2000.0,Health Care,Biotechnology: Commercial Physical & Biological Resarch,https://old.nasdaq.com/symbol/exel,
EXC,Exelon Corporation,47.51,46159979404.96,,,Public Utilities,Power Generation,https://old.nasdaq.com/symbol/exc,
EXFO,EXFO Inc,3.81,90496122.03,,,Capital Goods,Electrical Products,https://old.nasdaq.com/symbol/exfo,
XCUR,"Exicure, Inc.",2.52,191506870.8,,,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/xcur,
EXLS,"ExlService Holdings, Inc.",65.78,2248022290.8,,2006.0,Miscellaneous,Business Services,https://old.nasdaq.com/symbol/exls,
EXPI,"eXp World Holdings, Inc.",8.44,527712958.08,,,Finance,Real Estate,https://old.nasdaq.com/symbol/expi,
EXPE,"Expedia Group, Inc.",138.27,20256555000.0,,,Consumer Services,Transportation Services,https://old.nasdaq.com/symbol/expe,
EXPD,"Expeditors International of Washington, Inc.",74.37,12696456737.43,,,Transportation,Oil Refining/Marketing,https://old.nasdaq.com/symbol/expd,
EXPCU,Experience Investment Corp.,10.02,0.0,,2019.0,Finance,Business Services,https://old.nasdaq.com/symbol/expcu,
EXPO,"Exponent, Inc.",70.42,3656156894.74,,,Consumer Services,Professional Services,https://old.nasdaq.com/symbol/expo,
STAY,"Extended Stay America, Inc.",14.55,2741515641.45,,,Consumer Services,Hotels/Resorts,https://old.nasdaq.com/symbol/stay,
XOG,"Extraction Oil & Gas, Inc.",2.85,392565036.3,,2016.0,Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/xog,
EXTR,"Extreme Networks, Inc.",7.325,889039996.6,,1999.0,Technology,Computer Communications Equipment,https://old.nasdaq.com/symbol/extr,
EYEG,"Eyegate Pharmaceuticals, Inc.",3.3897,10321724.6322,,,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/eyeg,
EYEGW,"Eyegate Pharmaceuticals, Inc.",0.02,0.0,,,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/eyegw,
EYEN,"Eyenovia, Inc.",3.32,56774410.32,,2018.0,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/eyen,
EYPT,"EyePoint Pharmaceuticals, Inc.",2.105,223756852.16,,,Capital Goods,Biotechnology: Laboratory Analytical Instruments,https://old.nasdaq.com/symbol/eypt,
EZPW,"EZCORP, Inc.",5.75,318810135.75,,1991.0,Consumer Services,Other Specialty Stores,https://old.nasdaq.com/symbol/ezpw,
FFIV,"F5 Networks, Inc.",135.67,8157839949.07,,1999.0,Technology,Computer Communications Equipment,https://old.nasdaq.com/symbol/ffiv,
FB,"Facebook, Inc.",184.19,525484952226.62,,2012.0,Technology,"Computer Software: Programming, Data Processing",https://old.nasdaq.com/symbol/fb,
FLMN,Falcon Minerals Corporation,6.39,548655834.87,,2017.0,Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/flmn,
FLMNW,Falcon Minerals Corporation,0.5,0.0,,2017.0,Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/flmnw,
FANH,Fanhua Inc.,24.93,805069376.28,32293196.0,,Finance,Specialty Insurers,https://old.nasdaq.com/symbol/fanh,
FARM,Farmer Brothers Company,13.77,235365570.18,,,Consumer Non-Durables,Packaged Foods,https://old.nasdaq.com/symbol/farm,
FMAO,"Farmers & Merchants Bancorp, Inc.",25.76,286095274.08,,,Finance,Savings Institutions,https://old.nasdaq.com/symbol/fmao,
FMNB,Farmers National Banc Corp.,14.43,399234607.98,,,Finance,Major Banks,https://old.nasdaq.com/symbol/fmnb,
FAMI,"FARMMI, INC.",1.61,19421789.03,,2018.0,Consumer Non-Durables,Packaged Foods,https://old.nasdaq.com/symbol/fami,
FARO,"FARO Technologies, Inc.",47.8,828807163.6,,1997.0,Capital Goods,Industrial Machinery/Components,https://old.nasdaq.com/symbol/faro,
FAST,Fastenal Company,36.34,20838462044.24,,1987.0,Consumer Services,RETAIL: Building Materials,https://old.nasdaq.com/symbol/fast,
FAT,FAT Brands Inc.,4.95,58542486.75,,2017.0,Consumer Services,Restaurants,https://old.nasdaq.com/symbol/fat,
FATE,"Fate Therapeutics, Inc.",14.25,931750357.5,,2013.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://old.nasdaq.com/symbol/fate,
FBSS,"Fauquier Bankshares, Inc.",19.125,72386862.75,,,Finance,Major Banks,https://old.nasdaq.com/symbol/fbss,
FNHC,FedNat Holding Company,14.1,186448022.4,,,Finance,Property-Casualty Insurers,https://old.nasdaq.com/symbol/fnhc,
FLLCU,Fellazo Inc.,9.93,59376435.0,,2019.0,Finance,Business Services,https://old.nasdaq.com/symbol/fllcu,
FENC,Fennec Pharmaceuticals Inc.,4.32,85949985.6,,,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://old.nasdaq.com/symbol/fenc,
GSM,Ferroglobe PLC,0.7991,135145935.1862,,,Capital Goods,Metal Fabrications,https://old.nasdaq.com/symbol/gsm,
FFBW,"FFBW, Inc.",10.75,70745621.0,,2017.0,Finance,Savings Institutions,https://old.nasdaq.com/symbol/ffbw,
FCSC,Fibrocell Science Inc.,2.97,28982246.04,,,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/fcsc,
FGEN,"FibroGen, Inc",37.29,3241097490.84,,2014.0,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/fgen,
FDBC,"Fidelity D & D Bancorp, Inc.",66.87,252868905.0,,,Finance,Major Banks,https://old.nasdaq.com/symbol/fdbc,
